"crim","zn","indus","chas","nox","rm","age","dis","rad","tax","ptratio","b","lstat"
32.2041925102447,0,8.14,0,0.538,6.674,87.3,4.239,4,307,21,380.23,11.98
42.9590716512541,0,8.14,0,0.538,5.713,94.1,4.233,4,307,21,360.17,22.6
32.6213942242162,0,8.14,0,0.538,6.072,100,4.175,4,307,21,376.73,13.04
49.8275011359588,0,8.14,0,0.538,5.95,82,3.99,4,307,21,232.6,27.71
38.7837151538078,0,8.14,0,0.538,5.701,95,3.7872,4,307,21,358.77,18.35
39.8049606716925,0,8.14,0,0.538,6.096,96.9,3.7598,4,307,21,248.31,20.34
28.8602620146177,0,5.96,0,0.499,5.933,68.2,3.3603,5,279,19.2,396.9,9.68
31.5291922483931,0,5.96,0,0.499,5.841,61.4,3.3779,5,279,19.2,377.56,11.41
30.9810789424539,0,5.96,0,0.499,5.85,41.5,3.9342,5,279,19.2,396.9,8.77
33.6888909220263,0,5.96,0,0.499,5.966,30.2,3.8473,5,279,19.2,393.43,10.13
24.9829781891931,75,2.95,0,0.428,6.595,21.8,5.4011,3,252,18.3,395.63,4.32
23.1611945630063,75,2.95,0,0.428,7.024,15.8,5.4011,3,252,18.3,395.62,1.98
25.3287990448183,0,6.91,0,0.448,6.77,2.9,5.7209,3,233,17.9,385.41,4.84
25.9464013073261,0,6.91,0,0.448,6.169,6.6,5.7209,3,233,17.9,383.37,5.81
27.7852461122419,0,6.91,0,0.448,6.211,6.5,5.7209,3,233,17.9,394.46,7.44
26.4418777484838,0,6.91,0,0.448,6.069,40,5.7209,3,233,17.9,389.39,9.55
27.8657930776299,0,6.91,0,0.448,5.682,33.8,5.1004,3,233,17.9,396.9,10.21
31.8186465272551,0,6.91,0,0.448,5.786,33.3,5.1004,3,233,17.9,396.9,14.15
31.3507359171536,0,6.91,0,0.448,6.03,85.5,5.6894,3,233,17.9,392.74,18.8
42.4545455997104,0,6.91,0,0.448,5.399,95.3,5.87,3,233,17.9,396.9,30.81
30.9154173281434,0,6.91,0,0.448,5.602,62,6.0877,3,233,17.9,396.9,16.2
31.1184261672323,21,5.64,0,0.439,5.963,45.7,6.8147,4,243,16.8,395.56,13.45
24.9986146043819,21,5.64,0,0.439,6.115,63,6.8147,4,243,16.8,393.97,9.43
25.0367225520311,21,5.64,0,0.439,6.511,21.1,6.8147,4,243,16.8,396.9,5.28
28.4155562735516,21,5.64,0,0.439,5.998,21.4,6.8147,4,243,16.8,396.9,8.43
59.8060352294333,75,4,0,0.41,5.888,47.6,7.3197,3,469,21.1,396.9,14.8
22.5314968225334,90,1.22,0,0.403,7.249,21.9,8.6966,5,226,17.9,395.93,4.81
32.0029659346928,85,0.74,0,0.41,6.383,35.7,9.1876,2,313,17.3,396.9,5.77
22.977006578442,100,1.32,0,0.411,6.816,40.5,8.3248,5,256,15.1,392.9,3.95
30.4710042745015,25,5.13,0,0.453,6.145,29.2,7.8148,8,284,19.7,390.68,6.86
31.2444543693238,25,5.13,0,0.453,5.927,47.2,6.932,8,284,19.7,396.9,9.22
33.4858539008697,25,5.13,0,0.453,5.741,66.2,7.2254,8,284,19.7,395.11,13.15
31.6744136742483,25,5.13,0,0.453,5.966,93.4,6.8185,8,284,19.7,378.08,14.44
26.3763988693743,25,5.13,0,0.453,6.456,67.8,7.2255,8,284,19.7,396.9,6.73
31.9147603451413,25,5.13,0,0.453,6.762,43.4,7.9809,8,284,19.7,395.58,9.5
20.8972796146345,17.5,1.38,0,0.4161,7.104,59.5,9.2229,3,216,18.6,393.24,8.05
35.2539028889322,80,3.37,0,0.398,6.29,17.8,6.6115,4,337,16.1,396.9,4.67
39.9852559274813,80,3.37,0,0.398,5.787,31.1,6.6115,4,337,16.1,396.9,10.24
40.2023605865359,12.5,6.07,0,0.409,5.878,21.4,6.498,4,345,18.9,396.21,8.1
43.3086660657178,12.5,6.07,0,0.409,5.594,36.8,6.498,4,345,18.9,396.9,13.09
39.6086481854219,12.5,6.07,0,0.409,5.885,33,6.498,4,345,18.9,396.9,8.79
35.1623603358093,0,10.81,0,0.413,6.417,6.6,5.2873,4,305,19.2,383.73,6.72
37.538996915774,0,10.81,0,0.413,5.961,17.5,5.2873,4,305,19.2,376.94,9.88
33.9655909983292,0,10.81,0,0.413,6.065,7.8,5.2873,4,305,19.2,390.91,5.52
35.7065997979111,0,10.81,0,0.413,6.245,6.2,5.2873,4,305,19.2,377.17,7.54
46.5897854588877,0,12.83,0,0.437,6.273,6,4.2515,5,398,18.7,394.92,6.78
44.6815761697653,0,12.83,0,0.437,6.286,45,4.5026,5,398,18.7,383.23,8.94
43.888914529623,0,12.83,0,0.437,6.279,74.5,4.0522,5,398,18.7,373.66,11.97
45.8609644406426,0,12.83,0,0.437,6.14,45.8,4.0905,5,398,18.7,386.96,10.27
47.5184337563613,0,12.83,0,0.437,6.232,53.7,5.0141,5,398,18.7,386.4,12.34
45.4007075595307,0,12.83,0,0.437,5.874,36.6,4.5026,5,398,18.7,396.06,9.1
28.0340057743249,25,4.86,0,0.426,6.727,33.5,5.4007,4,281,19,396.9,5.29
26.2314165795271,25,4.86,0,0.426,6.619,70.4,5.4007,4,281,19,395.63,7.22
29.6012730997186,25,4.86,0,0.426,6.302,32.2,5.4007,4,281,19,396.9,6.72
29.1000361982245,25,4.86,0,0.426,6.167,46.7,5.4007,4,281,19,390.64,7.51
27.2105086148905,0,4.49,0,0.449,6.389,48,4.7794,3,247,18.5,396.9,9.62
23.0472942653416,0,4.49,0,0.449,6.63,56.1,4.4377,3,247,18.5,392.3,6.53
31.003099957804,0,4.49,0,0.449,6.015,45.1,4.4272,3,247,18.5,395.99,12.86
25.0714164284243,0,4.49,0,0.449,6.121,56.8,3.7476,3,247,18.5,395.15,8.44
21.3335624437883,0,3.41,0,0.489,7.007,86.3,3.4217,2,270,17.8,396.9,5.5
24.1954149923753,0,3.41,0,0.489,7.079,63.1,3.4145,2,270,17.8,396.06,5.7
27.064819424308,0,3.41,0,0.489,6.417,66.1,3.0923,2,270,17.8,392.18,8.81
25.6561489922136,0,3.41,0,0.489,6.405,73.9,3.0921,2,270,17.8,393.55,8.2
27.726348087559,28,15.04,0,0.464,6.442,53.6,3.6659,4,270,18.2,395.01,8.16
28.212555590353,28,15.04,0,0.464,6.211,28.9,3.6659,4,270,18.2,396.33,6.21
27.8768662672957,28,15.04,0,0.464,6.249,77.3,3.615,4,270,18.2,396.9,10.59
26.37692959317,0,2.89,0,0.445,6.625,57.8,3.4952,2,276,18,357.98,6.65
30.1214679674894,0,2.89,0,0.445,6.163,69.6,3.4952,2,276,18,391.83,11.34
21.8939588725091,0,2.89,0,0.445,8.069,76,3.4952,2,276,18,396.9,4.21
25.3444246010567,0,2.89,0,0.445,7.82,36.9,3.4952,2,276,18,393.53,3.57
25.4255838867242,0,2.89,0,0.445,7.416,62.5,3.4952,2,276,18,396.9,6.19
39.9574539896887,0,8.56,0,0.52,6.727,79.9,2.7778,5,384,20.9,394.76,9.42
38.9140618294578,0,8.56,0,0.52,6.781,71.3,2.8561,5,384,20.9,395.58,7.67
39.6851647743044,0,8.56,0,0.52,6.405,85.4,2.7147,5,384,20.9,70.8,10.63
42.3524595432154,0,8.56,0,0.52,6.137,87.4,2.7147,5,384,20.9,394.47,13.44
41.1184266671913,0,8.56,0,0.52,6.167,90,2.421,5,384,20.9,392.69,12.33
45.5265062869658,0,8.56,0,0.52,5.851,96.7,2.1069,5,384,20.9,394.05,16.47
48.8019668276034,0,8.56,0,0.52,5.836,91.9,2.211,5,384,20.9,395.67,18.66
44.0003175074266,0,8.56,0,0.52,6.127,85.2,2.1224,5,384,20.9,387.69,14.09
40.2993688859193,0,8.56,0,0.52,6.474,97.1,2.4329,5,384,20.9,395.24,12.27
45.4107916127132,0,8.56,0,0.52,6.229,91.2,2.5451,5,384,20.9,391.23,15.55
46.38978824655,0,8.56,0,0.52,6.195,54.4,2.7778,5,384,20.9,393.49,13
45.4859061909915,0,10.01,0,0.547,6.715,81.6,2.6775,6,432,17.8,395.59,10.16
50.3007013987853,0,10.01,0,0.547,5.913,92.9,2.3534,6,432,17.8,394.95,16.21
50.98694252557,0,10.01,0,0.547,6.092,95.4,2.548,6,432,17.8,396.9,17.09
45.708679129589,0,10.01,0,0.547,6.254,84.2,2.2565,6,432,17.8,388.74,10.45
50.0293702258705,0,10.01,0,0.547,5.928,88.2,2.4631,6,432,17.8,344.91,15.76
48.0486701924511,0,10.01,0,0.547,6.176,72.5,2.7301,6,432,17.8,393.3,12.04
46.3135990090492,0,10.01,0,0.547,6.021,82.6,2.7474,6,432,17.8,394.51,10.3
51.9388375180403,0,10.01,0,0.547,5.872,73.1,2.4775,6,432,17.8,338.63,15.37
50.8650487160572,0,10.01,0,0.547,5.731,65.2,2.7592,6,432,17.8,391.5,13.61
23.2267783313188,0,25.65,0,0.581,5.87,69.7,2.2577,2,188,19.1,389.15,14.37
21.5290116148955,0,25.65,0,0.581,6.004,84.1,2.1974,2,188,19.1,377.67,14.27
24.5549672931104,0,25.65,0,0.581,5.961,92.9,2.0869,2,188,19.1,378.09,17.93
31.9867828877745,0,25.65,0,0.581,5.856,97,1.9444,2,188,19.1,370.31,25.41
23.920081940103,0,25.65,0,0.581,5.879,95.8,2.0063,2,188,19.1,379.38,17.58
21.7533981111751,0,25.65,0,0.581,5.986,88.4,1.9929,2,188,19.1,385.02,14.81
34.3672112654975,0,25.65,0,0.581,5.613,95.6,1.7572,2,188,19.1,359.29,27.26
51.7457306475526,0,21.89,0,0.624,5.693,96,1.7883,4,437,21.2,392.11,17.19
49.0856022882701,0,21.89,0,0.624,6.431,98.8,1.8125,4,437,21.2,396.9,15.39
52.9844307979152,0,21.89,0,0.624,5.637,94.7,1.9799,4,437,21.2,396.9,18.34
47.1820323719377,0,21.89,0,0.624,6.458,98.9,2.1185,4,437,21.2,395.04,12.6
46.541536858378,0,21.89,0,0.624,6.326,97.7,2.271,4,437,21.2,396.9,12.26
45.9185437606742,0,21.89,0,0.624,6.372,97.9,2.3274,4,437,21.2,385.76,11.12
51.0912586201734,0,21.89,0,0.624,5.822,95.4,2.4699,4,437,21.2,388.69,15.03
53.3033554540315,0,21.89,0,0.624,5.757,98.4,2.346,4,437,21.2,262.76,17.31
52.4622276419627,0,21.89,0,0.624,6.335,98.2,2.1107,4,437,21.2,394.67,16.96
52.1559784818416,0,21.89,0,0.624,5.942,93.5,1.9669,4,437,21.2,378.25,16.9
48.2278362500718,0,21.89,0,0.624,6.454,98.4,1.8498,4,437,21.2,394.08,14.59
55.5031766412932,0,21.89,0,0.624,5.857,98.2,1.6686,4,437,21.2,392.04,21.32
54.0085973927902,0,21.89,0,0.624,6.151,97.9,1.6687,4,437,21.2,396.9,18.46
58.3818928776336,0,21.89,0,0.624,6.174,93.6,1.6119,4,437,21.2,388.08,24.16
68.0214804424397,0,21.89,0,0.624,5.019,100,1.4394,4,437,21.2,396.9,34.41
58.7679779519018,0,19.58,1,0.871,5.403,100,1.3216,5,403,14.7,396.9,26.82
57.5546070602024,0,19.58,0,0.871,5.468,100,1.4118,5,403,14.7,396.9,26.42
61.5540300231573,0,19.58,0,0.871,4.903,97.8,1.3459,5,403,14.7,396.9,29.29
58.185008422112,0,19.58,0,0.871,6.13,100,1.4191,5,403,14.7,172.91,27.8
47.68616988722,0,19.58,0,0.871,5.628,100,1.5166,5,403,14.7,169.27,16.65
59.8932629866796,0,19.58,0,0.871,4.926,95.7,1.4608,5,403,14.7,391.71,29.53
61.779965365837,0,19.58,0,0.871,5.186,93.8,1.5296,5,403,14.7,356.99,28.32
52.4099111713668,0,19.58,0,0.871,5.597,94.9,1.5257,5,403,14.7,351.85,21.45
44.2927625589378,0,19.58,0,0.871,6.122,97.3,1.618,5,403,14.7,372.8,14.1
43.048737331532,0,19.58,0,0.871,5.404,100,1.5916,5,403,14.7,341.6,13.28
44.4264475367887,0,19.58,1,0.871,5.012,88,1.6102,5,403,14.7,343.28,12.12
46.7855442112857,0,19.58,0,0.871,5.709,98.5,1.6232,5,403,14.7,261.95,15.79
45.2539641435117,0,19.58,1,0.871,6.129,96,1.7494,5,403,14.7,321.02,15.12
47.0614073985907,0,19.58,1,0.871,6.152,82.6,1.7455,5,403,14.7,88.01,15.02
46.6264413823865,0,19.58,0,0.871,5.272,94,1.7364,5,403,14.7,88.63,16.14
35.0677241852716,0,19.58,0,0.605,6.943,97.4,1.8773,5,403,14.7,363.43,4.59
35.9474147022175,0,19.58,0,0.605,6.066,100,1.7573,5,403,14.7,353.89,6.43
36.996151825209,0,19.58,0,0.871,6.51,100,1.7659,5,403,14.7,364.31,7.39
36.1375245555716,0,19.58,1,0.605,6.25,92.6,1.7984,5,403,14.7,338.92,5.5
32.0799987931202,0,19.58,0,0.605,7.489,90.8,1.9709,5,403,14.7,374.43,1.73
31.5390000499843,0,19.58,1,0.605,7.802,98.2,2.0407,5,403,14.7,389.61,1.92
33.8155630246172,0,19.58,1,0.605,8.375,93.9,2.162,5,403,14.7,388.45,3.32
43.4346447345479,0,19.58,0,0.605,5.854,91.8,2.422,5,403,14.7,395.11,11.64
40.4705273272796,0,19.58,0,0.605,6.101,93,2.2834,5,403,14.7,240.16,9.81
33.7139029830701,0,19.58,0,0.605,7.929,96.2,2.0459,5,403,14.7,369.3,3.7
44.4276676639586,0,19.58,0,0.605,5.877,79.2,2.4259,5,403,14.7,227.61,12.14
41.7494001284745,0,19.58,0,0.605,6.319,96.1,2.1,5,403,14.7,297.09,11.1
42.1052811650199,0,19.58,0,0.605,6.402,95.2,2.2625,5,403,14.7,330.04,11.32
46.3029533895109,0,19.58,0,0.605,5.875,94.6,2.4259,5,403,14.7,292.29,14.43
42.6187618972771,0,19.58,0,0.605,5.88,97.3,2.3887,5,403,14.7,348.13,12.03
34.260637483354,0,4.05,0,0.51,5.572,88.5,2.5961,5,296,16.6,396.9,14.69
28.4203578394824,0,4.05,0,0.51,6.416,84.1,2.6463,5,296,16.6,395.5,9.04
30.6054713194802,0,4.05,0,0.51,5.859,68.7,2.7019,5,296,16.6,393.23,9.64
30.0444556610873,0,4.05,0,0.51,6.546,33.1,3.1323,5,296,16.6,390.96,5.33
33.3293189001253,0,4.05,0,0.51,6.02,47.2,3.5549,5,296,16.6,393.23,10.11
26.6588205963116,0,4.05,0,0.51,6.315,73.4,3.3175,5,296,16.6,395.6,6.29
27.224805601288,0,4.05,0,0.51,6.86,74.4,2.9153,5,296,16.6,391.27,6.92
15.5279499391496,0,2.46,0,0.488,6.98,58.4,2.829,3,193,17.8,396.9,5.04
15.2796604731967,0,2.46,0,0.488,7.765,83.3,2.741,3,193,17.8,395.56,7.56
19.1303067968336,0,2.46,0,0.488,6.144,62.2,2.5979,3,193,17.8,396.9,9.45
11.155139314439,0,2.46,0,0.488,7.155,92.2,2.7006,3,193,17.8,394.12,4.82
11.678305076533,0,2.46,0,0.488,6.563,95.6,2.847,3,193,17.8,396.9,5.68
21.4206454489248,0,2.46,0,0.488,5.604,89.8,2.9879,3,193,17.8,391,13.98
22.6656411299628,0,2.46,0,0.488,6.153,68.8,3.2797,3,193,17.8,387.11,13.15
14.7170613823091,0,2.46,0,0.488,7.831,53.6,3.1992,3,193,17.8,392.63,4.45
41.7507132711859,45,3.44,0,0.437,6.782,41.1,3.7886,5,398,15.2,393.87,6.68
41.8520412144919,45,3.44,0,0.437,6.556,29.1,4.5667,5,398,15.2,382.84,4.56
41.3197817245265,45,3.44,0,0.437,7.185,38.9,4.5667,5,398,15.2,396.9,5.39
43.4392788616488,45,3.44,0,0.437,6.951,21.5,6.4798,5,398,15.2,377.68,5.1
40.6143172259452,45,3.44,0,0.437,6.739,30.8,6.4798,5,398,15.2,389.71,4.69
39.2425036164514,45,3.44,0,0.437,7.178,26.3,6.4798,5,398,15.2,390.49,2.87
28.441189679299,60,2.93,0,0.401,6.8,9.9,6.2196,1,265,15.6,393.37,5.03
26.9054329797212,60,2.93,0,0.401,6.604,18.8,6.2196,1,265,15.6,376.7,4.38
22.7839995401048,80,0.46,0,0.422,7.875,32,5.6484,4,255,14.4,394.23,2.97
32.2074712982553,80,1.52,0,0.404,7.287,34.1,7.309,2,329,12.6,396.9,4.08
36.5647237813135,80,1.52,0,0.404,7.107,36.6,7.309,2,329,12.6,354.31,8.61
34.816640496335,80,1.52,0,0.404,7.274,38.3,7.309,2,329,12.6,392.2,6.62
44.0681329054469,95,1.47,0,0.403,6.975,15.3,7.6534,3,402,17,396.9,4.56
42.4525212629699,95,1.47,0,0.403,7.135,13.9,7.6534,3,402,17,384.3,4.45
37.3893010865664,82.5,2.03,0,0.415,6.162,38.4,6.27,2,348,14.7,393.77,7.43
35.0011207431044,82.5,2.03,0,0.415,7.61,15.7,6.27,2,348,14.7,395.38,3.11
20.2250614122708,95,2.68,0,0.4161,7.853,33.2,5.118,4,224,14.7,392.78,3.81
19.1119517132477,95,2.68,0,0.4161,8.034,31.9,5.118,4,224,14.7,390.55,2.88
34.4075023536051,0,10.59,0,0.489,5.891,22.3,3.9454,4,277,18.6,396.9,10.87
31.8908644850896,0,10.59,0,0.489,6.326,52.5,4.3549,4,277,18.6,394.87,10.97
37.3516541055779,0,10.59,0,0.489,5.783,72.7,4.3549,4,277,18.6,389.43,18.06
35.1265676141077,0,10.59,1,0.489,6.064,59.1,4.2392,4,277,18.6,381.32,14.66
40.2409632365951,0,10.59,1,0.489,5.344,100,3.875,4,277,18.6,396.9,23.09
34.1207040904921,0,10.59,1,0.489,5.96,92.1,3.8771,4,277,18.6,393.25,17.27
41.1534413452963,0,10.59,1,0.489,5.404,88.6,3.665,4,277,18.6,395.24,23.98
36.9299380681916,0,10.59,1,0.489,5.807,53.8,3.6526,4,277,18.6,390.94,16.03
31.9809511198032,0,10.59,0,0.489,6.375,32.3,3.9454,4,277,18.6,385.81,9.38
54.9176668978605,0,10.59,0,0.489,5.412,9.8,3.5875,4,277,18.6,348.93,29.55
31.0042497121526,0,10.59,0,0.489,6.182,42.4,3.9454,4,277,18.6,393.63,9.47
33.9142506259444,0,13.89,1,0.55,5.888,56,3.1121,5,276,16.4,392.8,13.51
26.8016649160587,0,13.89,0,0.55,6.642,85.1,3.4211,5,276,16.4,392.78,9.69
34.2390149375283,0,13.89,1,0.55,5.951,93.8,2.8893,5,276,16.4,396.9,17.92
26.8835928071894,0,13.89,1,0.55,6.373,92.4,3.3633,5,276,16.4,393.74,10.5
30.1456755300506,0,6.2,1,0.507,6.951,88.5,2.8617,8,307,17.4,391.7,9.71
41.9831848743992,0,6.2,1,0.507,6.164,91.3,3.048,8,307,17.4,395.24,21.46
31.5555966075553,0,6.2,1,0.507,6.879,77.7,3.2721,8,307,17.4,390.39,9.93
28.5466986198256,0,6.2,0,0.507,6.618,80.8,3.2721,8,307,17.4,396.9,7.6
25.154338519286,0,6.2,0,0.504,8.266,78.3,2.8944,8,307,17.4,385.05,4.14
25.1754403961537,0,6.2,0,0.504,8.725,83,2.8944,8,307,17.4,382,4.63
23.2301956191408,0,6.2,0,0.504,8.04,86.5,3.2157,8,307,17.4,387.38,3.13
27.4109319165292,0,6.2,0,0.504,7.163,79.9,3.2157,8,307,17.4,372.08,6.36
31.3165329104408,0,6.2,0,0.504,7.686,17,3.3751,8,307,17.4,377.51,3.92
30.9290811930908,0,6.2,0,0.504,6.552,21.4,3.3751,8,307,17.4,380.34,3.76
34.1607534894203,0,6.2,0,0.504,5.981,68.1,3.6715,8,307,17.4,378.35,11.65
26.4525336271026,0,6.2,0,0.504,7.412,76.9,3.6715,8,307,17.4,376.14,5.25
23.8673651564303,0,6.2,0,0.507,8.337,73.3,3.8384,8,307,17.4,385.91,2.47
25.7656946424686,0,6.2,0,0.507,8.247,70.4,3.6519,8,307,17.4,378.95,3.95
30.5662926530817,0,6.2,1,0.507,6.726,66.5,3.6519,8,307,17.4,360.2,8.05
33.7963181474146,0,6.2,0,0.507,6.086,61.5,3.6519,8,307,17.4,376.75,10.88
30.8969456275565,0,6.2,1,0.507,6.631,76.5,4.148,8,307,17.4,388.45,9.54
26.4421385963883,0,6.2,0,0.507,7.358,71.6,4.148,8,307,17.4,390.07,4.73
32.7175897672826,30,4.93,0,0.428,6.481,18.5,6.1899,6,300,16.6,379.41,6.36
31.3680147426702,30,4.93,0,0.428,6.606,42.2,6.1899,6,300,16.6,383.78,7.37
34.371819288379,30,4.93,0,0.428,6.897,54.3,6.3361,6,300,16.6,391.25,11.38
34.2245632140105,30,4.93,0,0.428,6.095,65.1,6.3361,6,300,16.6,394.62,12.4
34.7926959110794,30,4.93,0,0.428,6.358,52.9,7.0355,6,300,16.6,372.75,11.22
32.9896827339654,30,4.93,0,0.428,6.393,7.8,7.0355,6,300,16.6,374.71,5.19
36.8375074975543,22,5.86,0,0.431,5.593,76.5,7.9549,7,330,19.1,372.49,12.5
44.6555378293594,22,5.86,0,0.431,5.605,70.2,7.9549,7,330,19.1,389.13,18.46
37.4267090806641,22,5.86,0,0.431,6.108,34.9,8.0555,7,330,19.1,390.18,9.16
34.5218314210951,22,5.86,0,0.431,6.226,79.2,8.0555,7,330,19.1,376.14,10.15
36.5851578074383,22,5.86,0,0.431,6.433,49.1,7.8265,7,330,19.1,374.71,9.52
37.0991189811618,22,5.86,0,0.431,6.718,17.5,7.8265,7,330,19.1,393.74,6.56
36.09239143752,22,5.86,0,0.431,6.487,13,7.3967,7,330,19.1,396.28,5.9
34.1561722558987,22,5.86,0,0.431,6.438,8.9,7.3967,7,330,19.1,377.07,3.59
34.7029333573226,22,5.86,0,0.431,6.957,6.8,8.9067,7,330,19.1,386.09,3.53
34.7233421842218,22,5.86,0,0.431,8.259,8.4,8.9067,7,330,19.1,396.9,3.54
33.8861329318257,80,3.64,0,0.392,6.108,32,9.2203,1,315,16.4,392.89,6.57
37.6599690432598,80,3.64,0,0.392,5.876,19.1,9.2203,1,315,16.4,395.18,9.25
21.2969778580255,90,3.75,0,0.394,7.454,34.2,6.3361,3,244,15.9,386.34,3.11
20.0807934633847,20,3.97,0,0.647,8.704,86.9,1.801,5,264,13,389.7,5.12
21.6612064544187,20,3.97,0,0.647,7.333,100,1.8946,5,264,13,383.29,7.79
20.7776917692256,20,3.97,0,0.647,6.842,100,2.0107,5,264,13,391.93,6.9
25.6199003206156,20,3.97,0,0.647,7.203,81.8,2.1121,5,264,13,392.8,9.59
22.3359962474355,20,3.97,0,0.647,7.52,89.4,2.1398,5,264,13,388.37,7.26
20.7315396515122,20,3.97,0,0.647,8.398,91.5,2.2885,5,264,13,386.86,5.91
26.0517079323207,20,3.97,0,0.647,7.327,94.5,2.0788,5,264,13,393.42,11.25
22.9942790252082,20,3.97,0,0.647,7.206,91.6,1.9301,5,264,13,387.89,8.1
28.6571485979607,20,3.97,0,0.647,5.56,62.8,1.9865,5,264,13,392.4,10.45
30.7814023282113,20,3.97,0,0.647,7.014,84.6,2.1329,5,264,13,384.07,14.79
24.8869855498124,20,3.97,0,0.575,8.297,67,2.4216,5,264,13,384.54,7.44
21.7066387143761,20,3.97,0,0.575,7.47,52.6,2.872,5,264,13,390.3,3.16
27.3333640171623,20,6.96,1,0.464,5.92,61.5,3.9175,3,223,18.6,391.34,13.65
28.6087365213542,20,6.96,0,0.464,5.856,42.1,4.429,3,223,18.6,388.65,13
24.5917851488084,20,6.96,0,0.464,6.24,16.3,4.429,3,223,18.6,396.9,6.59
21.4984462763915,20,6.96,0,0.464,6.538,58.7,3.9175,3,223,18.6,394.96,7.73
20.699710166965,20,6.96,1,0.464,7.691,51.8,4.3665,3,223,18.6,390.77,6.58
23.2197544676949,40,6.41,1,0.447,6.758,32.9,4.0776,4,254,17.6,396.9,3.53
21.6944264868041,40,6.41,0,0.447,6.854,42.8,4.2673,4,254,17.6,396.9,2.98
24.180993632878,40,6.41,1,0.447,7.267,49,4.7872,4,254,17.6,389.25,6.05
24.428464325008,40,6.41,1,0.447,6.826,27.6,4.8628,4,254,17.6,393.45,4.16
27.1977169948629,40,6.41,0,0.447,6.482,32.1,4.1403,4,254,17.6,396.9,7.19
20.1049701978874,20,3.33,0,0.4429,6.812,32.2,4.1007,5,216,14.9,396.9,4.85
15.387730813647,20,3.33,0,0.4429,7.82,64.5,4.6947,5,216,14.9,387.31,3.76
19.6451582975871,20,3.33,0,0.4429,6.968,37.2,5.2447,5,216,14.9,392.23,4.59
16.4363237127174,20,3.33,1,0.4429,7.645,49.7,5.2119,5,216,14.9,377.07,3.01
17.4999858079743,90,1.21,1,0.401,7.923,24.8,5.885,1,198,13.6,395.52,3.16
32.3750571980779,90,2.97,0,0.4,7.088,20.8,7.3073,1,285,15.3,394.72,7.85
33.4444954917415,55,2.25,0,0.389,6.453,31.9,7.3073,1,300,15.3,394.72,8.23
31.881586750983,80,1.76,0,0.385,6.23,31.5,9.0892,1,241,18.2,341.6,12.93
31.8120220263099,52.5,5.32,0,0.405,6.209,31.3,7.3172,6,293,16.6,396.9,7.14
